Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Koentus Surface Rock Cover
ThermalDynamics:cover:0, Koentus Sub-Surface Rock Cover
ThermalDynamics:cover:0, Koentus Rock Cover
ThermalDynamics:cover:0, Koentus Cobblestone Cover
ThermalDynamics:cover:0, Tin Ore Cover
ThermalDynamics:cover:0, Copper Ore Cover
ThermalDynamics:cover:0, White Crystal Ore Cover
ThermalDynamics:cover:0, EMP Crystal Ore Cover
ThermalDynamics:cover:0, Bacterial Fossil Ore Cover
ThermalDynamics:cover:0, White Crystal Block Cover
ThermalDynamics:cover:0, EMP Crystal Block Cover
ThermalDynamics:cover:0, Koentus Dungeon Brick Cover
ThermalDynamics:cover:0, Koentus Ancient Stone Cover
ThermalDynamics:cover:0, Koentus Ancient Brick Cover
ThermalDynamics:cover:0, Solid Koentus Meteoric Iron Cover
ThermalDynamics:cover:0, Crystal Dirt Cover
ThermalDynamics:cover:0, Coarse Crystal Dirt Cover
ThermalDynamics:cover:0, Crystal Wooden Planks Cover
ThermalDynamics:cover:0, Crystal Wood Cover
ThermalDynamics:cover:0, Crystal Leaves Cover
ThermalDynamics:cover:0, Koentus Ice Cover
ThermalDynamics:cover:0, Glowing Koentus Ice Cover
ThermalDynamics:cover:0, White Glowing Ice Cover
ThermalDynamics:cover:0, Orange Glowing Ice Cover
ThermalDynamics:cover:0, Magenta Glowing Ice Cover
ThermalDynamics:cover:0, Light Glowing Blue Ice Cover
ThermalDynamics:cover:0, Yellow Glowing Ice Cover
ThermalDynamics:cover:0, Lime Glowing Ice Cover
ThermalDynamics:cover:0, Pink Glowing Ice Cover
ThermalDynamics:cover:0, Gray Glowing Ice Cover
ThermalDynamics:cover:0, Light Gray Glowing Ice Cover
ThermalDynamics:cover:0, Cyan Glowing Ice Cover
ThermalDynamics:cover:0, Purple Glowing Ice Cover
ThermalDynamics:cover:0, Blue Glowing Ice Cover
ThermalDynamics:cover:0, Brown Glowing Ice Cover
ThermalDynamics:cover:0, Green Glowing Ice Cover
ThermalDynamics:cover:0, Red Glowing Ice Cover
ThermalDynamics:cover:0, Black Glowing Ice Cover
ThermalDynamics:cover:0, Crystal Wood Stairs Cover
ThermalDynamics:cover:0, Koentus Cobblestone Stairs Cover
ThermalDynamics:cover:0, Koentus Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, Koentus Ancient Stone Stairs Cover
ThermalDynamics:cover:0, Koentus Ancient Brick Stairs Cover
ThermalDynamics:cover:0, Crystal Fence Cover
ThermalDynamics:cover:0, Crystal Fence Gate Cover
ThermalDynamics:cover:0, tile.crystal_farmland.name Cover
ThermalDynamics:cover:0, Fallen Koentus Meteor Cover
ThermalDynamics:cover:0, Crystal Segment Cover
ThermalDynamics:cover:0, White Crystal Torch Cover
ThermalDynamics:cover:0, Crystal Sapling Cover
ThermalDynamics:cover:0, tile.crystal_door_block.name Cover
ThermalDynamics:cover:0, Fronos Grass Cover
ThermalDynamics:cover:0, Plains Grass Cover
ThermalDynamics:cover:0, Pink Grass Cover
ThermalDynamics:cover:0, Purple Grass Cover
ThermalDynamics:cover:0, Golden Grass Cover
ThermalDynamics:cover:0, Fronos Dirt Cover
ThermalDynamics:cover:0, Coarse Fronos Dirt Cover
ThermalDynamics:cover:0, Fronos Rock Cover
ThermalDynamics:cover:0, Fronos Cobblestone Cover
ThermalDynamics:cover:0, Iron Ore Cover
ThermalDynamics:cover:0, Coal Ore Cover
ThermalDynamics:cover:0, Aluminum Ore Cover
ThermalDynamics:cover:0, Tin Ore Cover
ThermalDynamics:cover:0, Copper Ore Cover
ThermalDynamics:cover:0, Lapis Lazuli Ore Cover
ThermalDynamics:cover:0, Mineral Ore Cover
ThermalDynamics:cover:0, Black Diamond Ore Cover
ThermalDynamics:cover:0, Iridium Ore Cover
ThermalDynamics:cover:0, Fronos Stone Brick Cover
ThermalDynamics:cover:0, Cracked Fronos Stone Brick Cover
ThermalDynamics:cover:0, Chiseled Fronos Stone Brick Cover
ThermalDynamics:cover:0, Fronos Dungeon Brick Cover
ThermalDynamics:cover:0, Mossy Fronos Cobblestone Cover
ThermalDynamics:cover:0, Grape Jelly Ore Cover
ThermalDynamics:cover:0, Raspberry Jelly Ore Cover
ThermalDynamics:cover:0, Strawberry Jelly Ore Cover
ThermalDynamics:cover:0, Berry Jelly Ore Cover
ThermalDynamics:cover:0, Lime Jelly Ore Cover
ThermalDynamics:cover:0, Orange Jelly Ore Cover
ThermalDynamics:cover:0, Green Jelly Ore Cover
ThermalDynamics:cover:0, Lemon Jelly Ore Cover
ThermalDynamics:cover:0, Iridium Block Cover
ThermalDynamics:cover:0, Black Diamond Block Cover
ThermalDynamics:cover:0, Cake Bread Cover
ThermalDynamics:cover:0, White Cake Bread Cover
ThermalDynamics:cover:0, Chocolate Cake Bread Cover
ThermalDynamics:cover:0, Frosted White Cake Cover
ThermalDynamics:cover:0, Frosted Pink Cake Cover
ThermalDynamics:cover:0, Frosted White Cream Cake Cover
ThermalDynamics:cover:0, Frosted Chocolate Cake Cover
ThermalDynamics:cover:0, Grape Jelly Block Cover
ThermalDynamics:cover:0, Raspberry Jelly Block Cover
ThermalDynamics:cover:0, Strawberry Jelly Block Cover
ThermalDynamics:cover:0, Berry Jelly Block Cover
ThermalDynamics:cover:0, Lime Jelly Block Cover
ThermalDynamics:cover:0, Orange Jelly Block Cover
ThermalDynamics:cover:0, Green Jelly Block Cover
ThermalDynamics:cover:0, Lemon Jelly Block Cover
ThermalDynamics:cover:0, Cookie Block Cover
ThermalDynamics:cover:0, Ovantine Block Cover
ThermalDynamics:cover:0, Chocolate Block Cover
ThermalDynamics:cover:0, Caramel Block Cover
ThermalDynamics:cover:0, Strawberry Cloud Cover
ThermalDynamics:cover:0, Rainbow Cloud Cover
ThermalDynamics:cover:0, Pink Candy Cane Cover
ThermalDynamics:cover:0, Orange Candy Cane Cover
ThermalDynamics:cover:0, Green Candy Cane Cover
ThermalDynamics:cover:0, Yellow Candy Cane Cover
ThermalDynamics:cover:0, Light Blue Candy Cane Cover
ThermalDynamics:cover:0, Blue Candy Cane Cover
ThermalDynamics:cover:0, Red Candy Cane Cover
ThermalDynamics:cover:0, Purple Candy Cane Cover
ThermalDynamics:cover:0, Vanilla Cream Cover
ThermalDynamics:cover:0, Chocolate Cream Cover
ThermalDynamics:cover:0, Strawberry Cream Cover
ThermalDynamics:cover:0, Orange Cream Cover
ThermalDynamics:cover:0, Tea Cream Cover
ThermalDynamics:cover:0, Lemon Cream Cover
ThermalDynamics:cover:0, Vanilla Cream Cover
ThermalDynamics:cover:0, Chocolate Cream Cover
ThermalDynamics:cover:0, Strawberry Cream Cover
ThermalDynamics:cover:0, Orange Cream Cover
ThermalDynamics:cover:0, Tea Cream Cover
ThermalDynamics:cover:0, Lemon Cream Cover
ThermalDynamics:cover:0, Fronos Sand Cover
ThermalDynamics:cover:0, White Sand Cover
ThermalDynamics:cover:0, Cheese Sand Cover
ThermalDynamics:cover:0, Fronos Sandstone Cover
ThermalDynamics:cover:0, Chiseled Fronos Sandstone Cover
ThermalDynamics:cover:0, Smooth Fronos Sandstone Cover
ThermalDynamics:cover:0, White Sandstone Cover
ThermalDynamics:cover:0, Chiseled White Sandstone Cover
ThermalDynamics:cover:0, Smooth White Sandstone Cover
ThermalDynamics:cover:0, Cheese Sandstone Cover
ThermalDynamics:cover:0, Chiseled Cheese Sandstone Cover
ThermalDynamics:cover:0, Smooth Cheese Sandstone Cover
ThermalDynamics:cover:0, Fronos Sandstone Slab Cover
ThermalDynamics:cover:0, White Sandstone Slab Cover
ThermalDynamics:cover:0, Cheese Sandstone Slab Cover
ThermalDynamics:cover:0, tile.double_fronos_sandstone_slab.fronos.name Cover
ThermalDynamics:cover:0, tile.double_fronos_sandstone_slab.white.name Cover
ThermalDynamics:cover:0, tile.double_fronos_sandstone_slab.cheese.name Cover
ThermalDynamics:cover:0, Cheese Glass Cover
ThermalDynamics:cover:0, Cheese Glass Pane Cover
ThermalDynamics:cover:0, Coconut Wood Cover
ThermalDynamics:cover:0, Maple Wood Cover
ThermalDynamics:cover:0, Coconut Wood Planks Cover
ThermalDynamics:cover:0, Maple Wood Planks Cover
ThermalDynamics:cover:0, Coconut Leaves Cover
ThermalDynamics:cover:0, Red Maple Leaves Cover
ThermalDynamics:cover:0, Yellow Maple Leaves Cover
ThermalDynamics:cover:0, Purple Maple Leaves Cover
ThermalDynamics:cover:0, Fronos Cobblestone Stairs Cover
ThermalDynamics:cover:0, Fronos Stone Brick Stairs Cover
ThermalDynamics:cover:0, Cracked Fronos Stone Brick Stairs Cover
ThermalDynamics:cover:0, Fronos Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, Fronos Sandstone Stairs Cover
ThermalDynamics:cover:0, White Sandstone Stairs Cover
ThermalDynamics:cover:0, Cheese Sandstone Stairs Cover
ThermalDynamics:cover:0, Coconut Wood Stairs Cover
ThermalDynamics:cover:0, Maple Wood Stairs Cover
ThermalDynamics:cover:0, Coconut Fence Cover
ThermalDynamics:cover:0, Maple Fence Cover
ThermalDynamics:cover:0, Coconut Fence Gate Cover
ThermalDynamics:cover:0, Maple Fence Gate Cover
ThermalDynamics:cover:0, tile.fronos_farmland.name Cover
ThermalDynamics:cover:0, tile.strawberry_crops.name Cover
ThermalDynamics:cover:0, tile.golden_wheat.name Cover
ThermalDynamics:cover:0, Coconut Block Cover
ThermalDynamics:cover:0, Vanilla Cream Head Cover
ThermalDynamics:cover:0, Chocolate Cream Head Cover
ThermalDynamics:cover:0, Strawberry Cream Head Cover
ThermalDynamics:cover:0, Orange Cream Head Cover
ThermalDynamics:cover:0, Tea Cream Head Cover
ThermalDynamics:cover:0, Lemon Cream Head Cover
ThermalDynamics:cover:0, Cake Bread Cover
ThermalDynamics:cover:0, White Cream Cake Bread Cover
ThermalDynamics:cover:0, Chocolate Cake Bread Cover
ThermalDynamics:cover:0, Pink Cake Cover
ThermalDynamics:cover:0, White Cream Cake Cover
ThermalDynamics:cover:0, Chocolate Cake Cover
ThermalDynamics:cover:0, White Space Shell Cover
ThermalDynamics:cover:0, Orange Space Shell Cover
ThermalDynamics:cover:0, Magenta Space Shell Cover
ThermalDynamics:cover:0, Light Blue Space Shell Cover
ThermalDynamics:cover:0, Yellow Space Shell Cover
ThermalDynamics:cover:0, Lime Space Shell Cover
ThermalDynamics:cover:0, Pink Space Shell Cover
ThermalDynamics:cover:0, Grey Space Shell Cover
ThermalDynamics:cover:0, Light Grey Space Shell Cover
ThermalDynamics:cover:0, Cyan Space Shell Cover
ThermalDynamics:cover:0, Purple Space Shell Cover
ThermalDynamics:cover:0, Blue Space Shell Cover
ThermalDynamics:cover:0, Brown Space Shell Cover
ThermalDynamics:cover:0, Green Space Shell Cover
ThermalDynamics:cover:0, Red Space Shell Cover
ThermalDynamics:cover:0, Black Space Shell Cover
ThermalDynamics:cover:0, Grape Jelly Slime Egg Cover
ThermalDynamics:cover:0, Raspberry Jelly Slime Egg Cover
ThermalDynamics:cover:0, Strawberry Jelly Slime Egg Cover
ThermalDynamics:cover:0, Berry Jelly Slime Egg Cover
ThermalDynamics:cover:0, Lime Jelly Slime Egg Cover
ThermalDynamics:cover:0, Orange Jelly Slime Egg Cover
ThermalDynamics:cover:0, Green Jelly Slime Egg Cover
ThermalDynamics:cover:0, Lemon Jelly Slime Egg Cover
ThermalDynamics:cover:0, Coconut Sapling Cover
ThermalDynamics:cover:0, Red Maple Sapling Cover
ThermalDynamics:cover:0, Yellow Maple Sapling Cover
ThermalDynamics:cover:0, Purple Maple Sapling Cover
ThermalDynamics:cover:0, Short Fronos Grass Cover
ThermalDynamics:cover:0, Medium Fronos Grass Cover
ThermalDynamics:cover:0, Tall Fronos Grass Cover
ThermalDynamics:cover:0, Short Pink Grass Cover
ThermalDynamics:cover:0, Medium Pink Grass Cover
ThermalDynamics:cover:0, Tall Pink Grass Cover
ThermalDynamics:cover:0, Short Purple Grass Cover
ThermalDynamics:cover:0, Medium Purple Grass Cover
ThermalDynamics:cover:0, Tall Purple Grass Cover
ThermalDynamics:cover:0, Short Plains Grass Cover
ThermalDynamics:cover:0, Medium Plains Grass Cover
ThermalDynamics:cover:0, Short Plains Grass Cover
ThermalDynamics:cover:0, Short Golden Grass Cover
ThermalDynamics:cover:0, Medium Golden Grass Cover
ThermalDynamics:cover:0, Tall Golden Grass Cover
ThermalDynamics:cover:0, Pink Butter Cup Cover
ThermalDynamics:cover:0, Orange Butterfly Flower Cover
ThermalDynamics:cover:0, Yellow Milk Cap Cover
ThermalDynamics:cover:0, Little Sun Flower Cover
ThermalDynamics:cover:0, Sky Mushroom Cover
ThermalDynamics:cover:0, Purple Spike Flower Cover
ThermalDynamics:cover:0, Jungle Iris Cover
ThermalDynamics:cover:0, Blue Poison Mushroom Cover
ThermalDynamics:cover:0, White Moss Cover
ThermalDynamics:cover:0, Orange Dandelion Cover
ThermalDynamics:cover:0, Pink Dandelion Cover
ThermalDynamics:cover:0, Purple Dandelion Cover
ThermalDynamics:cover:0, Orange Dandelion Cover
ThermalDynamics:cover:0, Pink Dandelion Cover
ThermalDynamics:cover:0, Purple Dandelion Cover
ThermalDynamics:cover:0, White Poppy Cover
ThermalDynamics:cover:0, Orange Poppy Cover
ThermalDynamics:cover:0, Purple Poppy Cover
ThermalDynamics:cover:0, Pink Candy Flower Cover
ThermalDynamics:cover:0, Orange Candy Flower Cover
ThermalDynamics:cover:0, Green Candy Flower Cover
ThermalDynamics:cover:0, Yellow Candy Flower Cover
ThermalDynamics:cover:0, Light Blue Candy Flower Cover
ThermalDynamics:cover:0, Blue Candy Flower Cover
ThermalDynamics:cover:0, Red Candy Flower Cover
ThermalDynamics:cover:0, Purple Candy Flower Cover
ThermalDynamics:cover:0, Glowing Pink Coral Cover
ThermalDynamics:cover:0, Colunus Coral Cover
ThermalDynamics:cover:0, Cheese Web Cover
ThermalDynamics:cover:0, tile.glass_gem_corn1.name Cover
ThermalDynamics:cover:0, tile.glass_gem_corn2.name Cover
ThermalDynamics:cover:0, tile.glass_gem_corn3.name Cover
ThermalDynamics:cover:0, Maple Ivy Cover
ThermalDynamics:cover:0, Pink Candy Torch Cover
ThermalDynamics:cover:0, Orange Candy Torch Cover
ThermalDynamics:cover:0, Green Candy Torch Cover
ThermalDynamics:cover:0, Yellow Candy Torch Cover
ThermalDynamics:cover:0, Light Blue Candy Torch Cover
ThermalDynamics:cover:0, Blue Candy Torch Cover
ThermalDynamics:cover:0, Red Candy Torch Cover
ThermalDynamics:cover:0, Purple Candy Torch Cover
ThermalDynamics:cover:0, tile.coconut_door_block.name Cover
ThermalDynamics:cover:0, tile.red_maple_door_block.name Cover
ThermalDynamics:cover:0, Coconut Milk Cover
ThermalDynamics:cover:0, Mineral Water Cover
ThermalDynamics:cover:0, Ovantine Cover
ThermalDynamics:cover:0, Tea Cover
ThermalDynamics:cover:0, tile.caramel_fluid.name Cover
ThermalDynamics:cover:0, tile.huge_sky_mushroom.name Cover
ThermalDynamics:cover:0, tile.cake_farmland.name Cover
ThermalDynamics:cover:0, Kapteyn B Surface Ice Cover
ThermalDynamics:cover:0, Kapteyn B Sub-Surface Ice Cover
ThermalDynamics:cover:0, Kapteyn B Stone Cover
ThermalDynamics:cover:0, Kapteyn B Cobblestone Cover
ThermalDynamics:cover:0, Namerium Crystal Ore Cover
ThermalDynamics:cover:0, Frozen Iron Ore Cover
ThermalDynamics:cover:0, Uranium Ore Cover
ThermalDynamics:cover:0, Tin Ore Cover
ThermalDynamics:cover:0, Copper Ore Cover
ThermalDynamics:cover:0, Redstone Ore Cover
ThermalDynamics:cover:0, Namerium Block Cover
ThermalDynamics:cover:0, Frozen Iron Block Cover
ThermalDynamics:cover:0, Uranium Block Cover
ThermalDynamics:cover:0, Kapteyn B Dungeon Brick Cover
ThermalDynamics:cover:0, Rocky Solid Water Cover
ThermalDynamics:cover:0, Kapteyn B Ice Cover
ThermalDynamics:cover:0, Dirty Kapteyn B Ice Cover
ThermalDynamics:cover:0, Uranium Bomb Cover
ThermalDynamics:cover:0, Kapteyn B Cobblestone Stairs Cover
ThermalDynamics:cover:0, Kapteyn B Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, Frozen Water Cover
ThermalDynamics:cover:0, Sirius B Surface Carbon Stone Cover
ThermalDynamics:cover:0, Sirius B Sub-Surface Carbon Stone Cover
ThermalDynamics:cover:0, Sirius B Carbon Stone Cover
ThermalDynamics:cover:0, Sirius B Carbon Cobblestone Cover
ThermalDynamics:cover:0, Sulfur Ore Cover
ThermalDynamics:cover:0, Diamond Ore Cover
ThermalDynamics:cover:0, Sirius Glowstone Ore Cover
ThermalDynamics:cover:0, Sirius Black Spot Cover
ThermalDynamics:cover:0, Sulfur Block Cover
ThermalDynamics:cover:0, Sirius B Dungeon Brick Cover
ThermalDynamics:cover:0, Magma Rock Cover
ThermalDynamics:cover:0, Sirius Obsidian Cover
ThermalDynamics:cover:0, Sirius Glowstone Cover
ThermalDynamics:cover:0, Sirius Redstone Lamp Cover
ThermalDynamics:cover:0, tile.sirius_redstone_lamp_on.name Cover
ThermalDynamics:cover:0, Sirius Blaze Egg Cover
ThermalDynamics:cover:0, Sirius B Carbon Cobblestone Stairs Cover
ThermalDynamics:cover:0, Sirius B Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, tile.sirius_fire.name Cover
ThermalDynamics:cover:0, tile.sirius_lava.name Cover
ThermalDynamics:cover:0, Mercury Surface Rock Cover
ThermalDynamics:cover:0, Mercury Sub-Surface Rock Cover
ThermalDynamics:cover:0, Mercury Rock Cover
ThermalDynamics:cover:0, Mercury Cobblestone Cover
ThermalDynamics:cover:0, Tin Ore Cover
ThermalDynamics:cover:0, Copper Ore Cover
ThermalDynamics:cover:0, Aluminum Ore Cover
ThermalDynamics:cover:0, Iron Ore Cover
ThermalDynamics:cover:0, Metal Meteoric Iron Ore Cover
ThermalDynamics:cover:0, Silicate Rock Cover
ThermalDynamics:cover:0, Solid Metal Meteoric Iron Cover
ThermalDynamics:cover:0, Mercury Dungeon Brick Cover
ThermalDynamics:cover:0, Metallic Rock Cover
ThermalDynamics:cover:0, Dirty Mercury Ice Cover
ThermalDynamics:cover:0, Mercury Cobblestone Stairs Cover
ThermalDynamics:cover:0, Mercury Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, tile.dirty_water_fluid.name Cover
ThermalDynamics:cover:0, Venus Surface Rock Cover
ThermalDynamics:cover:0, Venus Sub-Surface Rock Cover
ThermalDynamics:cover:0, Venus Rock Cover
ThermalDynamics:cover:0, Venus Cobblestone Cover
ThermalDynamics:cover:0, Sulfur Ore Cover
ThermalDynamics:cover:0, Lead Ore Cover
ThermalDynamics:cover:0, Tin Ore Cover
ThermalDynamics:cover:0, Copper Ore Cover
ThermalDynamics:cover:0, Coal Ore Cover
ThermalDynamics:cover:0, Iron Ore Cover
ThermalDynamics:cover:0, Gold Ore Cover
ThermalDynamics:cover:0, Lead Block Cover
ThermalDynamics:cover:0, Venus Stone Brick Cover
ThermalDynamics:cover:0, Cracked Venus Stone Brick Cover
ThermalDynamics:cover:0, Venus Dungeon Brick Cover
ThermalDynamics:cover:0, Venus Redstone Ore Cover
ThermalDynamics:cover:0, tile.venus_redstone_ore_active.name Cover
ThermalDynamics:cover:0, Venus Smoke Geyser Cover
ThermalDynamics:cover:0, Venus Magma Rock Cover
ThermalDynamics:cover:0, Venus Sand Cover
ThermalDynamics:cover:0, Venus Sandstone Cover
ThermalDynamics:cover:0, Chiseled Venus Sandstone Cover
ThermalDynamics:cover:0, Smooth Venus Sandstone Cover
ThermalDynamics:cover:0, Venus Sandstone Slab Cover
ThermalDynamics:cover:0, tile.double_venus_sandstone_slab.venus.name Cover
ThermalDynamics:cover:0, Sulfur Torch Cover
ThermalDynamics:cover:0, Venus Cobblestone Stairs Cover
ThermalDynamics:cover:0, Venus Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, Venus Sandstone Stairs Cover
ThermalDynamics:cover:0, Venusian Blaze Egg Cover
ThermalDynamics:cover:0, Pluto Surface Rock Cover
ThermalDynamics:cover:0, Pluto Sub-Surface Rock Cover
ThermalDynamics:cover:0, Pluto Rock Cover
ThermalDynamics:cover:0, Pluto Cobblestone Cover
ThermalDynamics:cover:0, Meteoric Iron Ore Cover
ThermalDynamics:cover:0, Frozen Iron Ore Cover
ThermalDynamics:cover:0, Iron Ore Cover
ThermalDynamics:cover:0, Xeonium Ore Cover
ThermalDynamics:cover:0, Pluto Dungeon Brick Cover
ThermalDynamics:cover:0, Brown Pluto Surface Rock Cover
ThermalDynamics:cover:0, Light Brown Pluto Surface Rock Cover
ThermalDynamics:cover:0, Xeonium Glowstone Cover
ThermalDynamics:cover:0, Frozen Methane Block Cover
ThermalDynamics:cover:0, Frozen Nitrogen Block Cover
ThermalDynamics:cover:0, Pluto Cobblestone Stairs Cover
ThermalDynamics:cover:0, Pluto Dungeon Brick Stairs Cover
ThermalDynamics:cover:0, Xeonium Torch Cover
ThermalDynamics:cover:0, tile.liquid_methane_fluid.name Cover
ThermalDynamics:cover:0, tile.liquid_nitrogen_fluid.name Cover
ThermalDynamics:cover:0, tile.space_potato_block.name Cover
ThermalDynamics:cover:0, Magma Rock Cover
ThermalDynamics:cover:0, Sulfur Rock Cover
ThermalDynamics:cover:0, tile.io_lava.name Cover
ThermalDynamics:cover:0, tile.io_black_lava.name Cover
ThermalDynamics:cover:0, tile.liquid_red_sulfur.name Cover
ThermalDynamics:cover:0, tile.liquid_yellow_sulfur.name Cover
ThermalDynamics:cover:0, tile.liquid_orange_sulfur.name Cover
ThermalDynamics:cover:0, tile.liquid_brown_sulfur.name Cover
ThermalDynamics:cover:0, Europa Ice Cover
ThermalDynamics:cover:0, Dirty Europa Ice Cover
ThermalDynamics:cover:0, Dense Europa Ice Cover
ThermalDynamics:cover:0, Packed Europa Ice Cover
ThermalDynamics:cover:0, Europa Snow Cover
ThermalDynamics:cover:0, Europa Wood Planks Cover
ThermalDynamics:cover:0, Europa Wood Cover
ThermalDynamics:cover:0, Europa Leaves Cover
ThermalDynamics:cover:0, Europa Ice Slush Cover
ThermalDynamics:cover:0, Europa Salt Cover
ThermalDynamics:cover:0, Europa Water Bomb Cover
ThermalDynamics:cover:0, Europa Underwater Geyser Cover
ThermalDynamics:cover:0, Europa Underwater Smoke Geyser Cover
ThermalDynamics:cover:0, Europa Sand Cover
ThermalDynamics:cover:0, Europa Sandstone Cover
ThermalDynamics:cover:0, Chiseled Europa Sandstone Cover
ThermalDynamics:cover:0, Smooth Europa Sandstone Cover
ThermalDynamics:cover:0, Europa Sandstone Slab Cover
ThermalDynamics:cover:0, tile.double_europa_sandstone_slab.europa.name Cover
ThermalDynamics:cover:0, Europa Snow Cover
ThermalDynamics:cover:0, Europa Fence Cover
ThermalDynamics:cover:0, Europa Fence Gate Cover
ThermalDynamics:cover:0, Europa Sandstone Stairs Cover
ThermalDynamics:cover:0, Europa Wood Stairs Cover
ThermalDynamics:cover:0, Europa Sapling Cover
ThermalDynamics:cover:0, tile.europa_water_fluid.name Cover
ThermalDynamics:cover:0, tile.europa_door_block.name Cover
ThermalDynamics:cover:0, Alphere Ore Cover
ThermalDynamics:cover:0, Dark Asteroid Quicksand Cover
ThermalDynamics:cover:0, Alien Grass Cover
ThermalDynamics:cover:0, Alien Dirt Cover
ThermalDynamics:cover:0, Alien Coarse Dirt Cover
ThermalDynamics:cover:0, Alien Wood Cover
ThermalDynamics:cover:0, Alien Wood Planks Cover
ThermalDynamics:cover:0, Alien Glowstone Cover
ThermalDynamics:cover:0, Alien Leaves Cover
ThermalDynamics:cover:0, Alien Wood Stairs Cover
ThermalDynamics:cover:0, Alien Fence Cover
ThermalDynamics:cover:0, Alien Fence Gate Cover
ThermalDynamics:cover:0, Alien Sapling Cover
ThermalDynamics:cover:0, tile.alien_farmland.name Cover
ThermalDynamics:cover:0, tile.dark_air.name Cover
ThermalDynamics:cover:0, tile.lampon.name Cover
ThermalDynamics:cover:0, tile.lampoff.name Cover
ThermalDynamics:cover:0, tile.coffetablewood.name Cover
ThermalDynamics:cover:0, tile.coffetablestone.name Cover
ThermalDynamics:cover:0, tile.tablewood.name Cover
ThermalDynamics:cover:0, tile.tablestone.name Cover
ThermalDynamics:cover:0, tile.chairwood.name Cover
ThermalDynamics:cover:0, tile.chairstone.name Cover
ThermalDynamics:cover:0, tile.blindon.name Cover
ThermalDynamics:cover:0, tile.blindoff.name Cover
ThermalDynamics:cover:0, tile.curtainon.name Cover
ThermalDynamics:cover:0, tile.curtainoff.name Cover
ThermalDynamics:cover:0, tile.ovenoverhead.name Cover
ThermalDynamics:cover:0, tile.hedge.name Cover
ThermalDynamics:cover:0, tile.birdbath.name Cover
ThermalDynamics:cover:0, tile.stonepath.name Cover
ThermalDynamics:cover:0, tile.whitefence.name Cover
ThermalDynamics:cover:0, tile.tap.name Cover
ThermalDynamics:cover:0, tile.electricfence.name Cover
ThermalDynamics:cover:0, tile.doorbell.name Cover
ThermalDynamics:cover:0, tile.firealarmoff.name Cover
ThermalDynamics:cover:0, tile.firealarmon.name Cover
ThermalDynamics:cover:0, tile.ceilinglightoff.name Cover
ThermalDynamics:cover:0, tile.ceilinglighton.name Cover
ThermalDynamics:cover:0, tile.toilet.name Cover
ThermalDynamics:cover:0, tile.showerbottom.name Cover
ThermalDynamics:cover:0, tile.showertop.name Cover
ThermalDynamics:cover:0, tile.tree.name Cover
ThermalDynamics:cover:0, tile.counterdoored.name Cover
ThermalDynamics:cover:0, tile.barstool.name Cover
ThermalDynamics:cover:0, tile.hey.name Cover
ThermalDynamics:cover:0, tile.nyan.name Cover
ThermalDynamics:cover:0, tile.pattern.name Cover
ThermalDynamics:cover:0, tile.yellowGlow.name Cover
ThermalDynamics:cover:0, tile.whiteGlass.name Cover
ThermalDynamics:cover:0, Black Decay Cover
ThermalDynamics:cover:0, Crystal Cover
ThermalDynamics:cover:0, Link Portal Cover
ThermalDynamics:cover:0, Black Ink Cover
ThermalDynamics:cover:0, Nether Coal Ore Cover
ThermalDynamics:cover:0, Nether Diamond Ore Cover
ThermalDynamics:cover:0, Nether Gold Ore Cover
ThermalDynamics:cover:0, Nether Iron Ore Cover
ThermalDynamics:cover:0, Nether Lapis Ore Cover
ThermalDynamics:cover:0, Nether Redstone Ore Cover
ThermalDynamics:cover:0, Nether Copper Ore Cover
ThermalDynamics:cover:0, Nether Tin Ore Cover
ThermalDynamics:cover:0, Nether Emerald Ore Cover
ThermalDynamics:cover:0, Nether Silver Ore Cover
ThermalDynamics:cover:0, Nether Lead Ore Cover
ThermalDynamics:cover:0, Nether Uranium Ore Cover
ThermalDynamics:cover:0, Nether Nikolite Ore Cover
ThermalDynamics:cover:0, Nether Ruby Ore Cover
ThermalDynamics:cover:0, Nether Peridot Ore Cover
ThermalDynamics:cover:0, Nether Sapphire Ore Cover
ThermalDynamics:cover:0, Nether Platinum Ore Cover
ThermalDynamics:cover:0, Nether Ferrous Ore Cover
ThermalDynamics:cover:0, Nether Pig Iron Ore Cover
ThermalDynamics:cover:0, Nether Iridium Ore Cover
ThermalDynamics:cover:0, Nether Osmium Ore Cover
ThermalDynamics:cover:0, Nether Sulfur Ore Cover
ThermalDynamics:cover:0, Nether Titanium Ore Cover
ThermalDynamics:cover:0, Nether Mithril Ore Cover
ThermalDynamics:cover:0, Nether Adamantium Ore Cover
ThermalDynamics:cover:0, Nether Rutile Ore Cover
ThermalDynamics:cover:0, Nether Tungsten Ore Cover
ThermalDynamics:cover:0, Nether Amber Ore Cover
ThermalDynamics:cover:0, Nether Tennantite Ore Cover
ThermalDynamics:cover:0, Nether Salt Ore Cover
ThermalDynamics:cover:0, Nether Saltpeter Ore Cover
